Product Name,Manufacturer,CPU manufacturer,CPU brand modifier,CPU generation,CPU Speed (GHz),RAM (GB),RAM Type,Bus (MHz),Storage (GB),Screen Size (inch),Screen Resolution,Refresh Rate (Hz),GPU manufacturer,Weight (kg),Battery,Price (VND),detail_specs_html_path,gpu_model,gpu_class,is_contact_price,norm_ram,norm_storage,norm_cpu,norm_weight,norm_screen,norm_price,price_million,base_performance_score,base_portability_score,has_price,ready_for_budget_filter,ready_for_performance_advice,is_light,is_heavy,is_small_screen,is_large_screen,Battery (Wh),norm_battery,gpu_score,battery_score,battery_available,gaming_score,ai_graphics_score,office_score,portability_score,general_score,is_gaming_ready,is_ai_ready,is_business_ready,is_ultrabook,cpu_gen
HP Probook 4 G1ah 14 R5 220,hp,AMD,Ryzen 5,,4.9,16.0,LPDDR5,5600.0,512.0,14.0,1920x1200,60.0,AMD,1.4,3 Cell 65 W,19190000.0,data/fpt/detail_htmls\hp_19_specs.html,AMD_RADEON_GRAPHICS,INTEGRATED,False,0.8,0.8,0.7391653290529695,0.7885232744783306,0.2114767255216693,0.0916666666666666,19.19,0.77,0.789,True,True,True,True,False,True,False,,,0.5,,0,0.6125,0.626,0.7224831460674157,0.687540128410915,0.73212544141252,True,True,True,False,
HP Omnibook 7 14 Fr0033tu Ultra 5 225u C1mn2pa,hp,Intel,Core Ultra 5,225.0,4.8,16.0,LPDDR5,7467.0,512.0,14.0,1920x1200,,Intel,1.41,3 Cell 68 W,25190000.0,data/fpt/detail_htmls\hp_20_specs.html,INTEL_GRAPHICS,INTEGRATED,False,0.8,0.8,0.6460674157303371,0.7664526484751204,0.2114767255216693,0.1333333333333333,25.19,0.723,0.766,True,True,True,True,False,True,False,,,0.45,,0,0.57075,0.5844,0.693608426966292,0.6776083467094705,0.7006954614767256,False,False,True,False,2.0
HP 15 Fd1058tu U7 155h 9z2x6pa,hp,Intel,Core Ultra 7,155.0,4.8,16.0,DDR5,,1024.0,15.6,1920x1080,60.0,Intel,1.65,41 Cell 65 W,25490000.0,data/fpt/detail_htmls\hp_23_specs.html,INTEL_UHD,INTEGRATED,False,0.8,1.0,0.6460674157303371,0.543338683788122,0.5842696629213483,0.1354166666666666,25.49,0.763,0.543,True,True,True,False,False,False,True,,,0.45,,0,0.58075,0.5964,0.6335185393258427,0.5026484751203852,0.6526630377207063,False,False,True,False,1.0
HP Omnibook 7 Aero 13 Bg1087au RYZEN Ai 5 340 Bz7s1pa,hp,AMD,Ryzen AI 5,340.0,4.8,16.0,LPDDR5,7200.0,512.0,13.3,1920x1200,,AMD,1.0,3 Cell 65 W,26490000.0,data/fpt/detail_htmls\hp_22_specs.html,AMD_RADEON_GRAPHICS,INTEGRATED,False,0.8,0.8,0.6460674157303371,0.9823434991974318,0.0176565008025682,0.1423611111111111,26.49,0.723,0.982,True,True,True,True,False,True,False,,,0.5,,0,0.60075,0.6119,0.7691702247191011,0.8135232744783306,0.7618812560192616,True,True,True,False,3.0
LENOVO Ideapad Slim 3 15irh10 I5 13420h 83k1002pvn,lenovo,Intel,Core I5,13420.0,3.4,16.0,DDR5,4800.0,512.0,15.1,2560x1600,165.0,Intel,1.49,60 Wh 65 W,20490000.0,data/fpt/detail_htmls\lenovo_2_specs.html,INTEL_UHD,INTEGRATED,False,0.8,0.8,0.1565008025682183,0.7150882825040128,0.4097110754414125,0.1006944444444444,20.49,0.478,0.715,True,True,True,True,False,False,False,60.0,0.5709188224799286,0.45,0.5709188224799286,1,0.5095000000000001,0.5109,0.5795646633723902,0.6396690999064982,0.5560379184988753,False,False,False,False,13.0
LENOVO Gaming Loq 15irx10 I7 13650hx 83je00pevn,lenovo,Intel,Core I7,13650.0,4.9,32.0,DDR5,4800.0,512.0,15.6,1920x1080,144.0,NVIDIA,2.4,60 Wh 180 W,34990000.0,data/fpt/detail_htmls\lenovo_4_specs.html,RTX 5050,DISCRETE_GAMING,False,1.0,0.8,0.7391653290529695,0.0830658105939005,0.5842696629213483,0.2013888888888889,34.99,0.83,0.083,True,True,True,False,True,False,True,60.0,0.5709188224799286,0.45,0.5709188224799286,1,0.6275000000000001,0.6465,0.5167567982038509,0.3203472700509606,0.587110013201925,True,True,False,False,13.0
LENOVO V14 G4 Iru I3 1315u 83a000s4vn,lenovo,Intel,Core I3,1315.0,4.5,8.0,DDR4,3200.0,512.0,14.0,1920x1080,60.0,Intel,1.43,38 Wh 65 W,11590000.0,data/fpt/detail_htmls\lenovo_0_specs.html,INTEL_UHD,INTEGRATED,False,0.6,0.8,0.3029695024077046,0.752808988764045,0.2114767255216693,0.0388888888888888,11.59,0.491,0.753,True,True,True,True,False,True,False,38.0,0.008920606601248885,0.45,0.008920606601248885,1,0.48275,0.4848,0.4862172673876655,0.49959091214992357,0.4905659527544342,False,False,False,False,13.0
LENOVO Ideapad Slim 5 14akp10 RYZEN Ai 7 350 83hx001jvn,lenovo,AMD,Ryzen AI 7,350.0,5.0,32.0,DDR5,5600.0,1024.0,14.0,1920x1200,60.0,AMD,1.39,,27990000.0,data/fpt/detail_htmls\lenovo_6_specs.html,AMD_RADEON_GRAPHICS,INTEGRATED,False,1.0,1.0,0.8138041733547352,0.819422150882825,0.2114767255216693,0.1527777777777778,27.99,0.907,0.819,True,True,True,True,False,True,False,,,0.5,,0,0.6767500000000001,0.6971,0.7949477528089887,0.7014446227929374,0.8154654133226324,True,True,True,False,3.0
LENOVO V15 G4 Iru I5 13420h 83a100pmvn,lenovo,Intel,Core I5,13420.0,3.4,16.0,DDR4,3200.0,512.0,15.6,1920x1080,,Intel,1.65,38 Wh 65 W,15990000.0,data/fpt/detail_htmls\lenovo_5_specs.html,INTEL_UHD,INTEGRATED,False,0.8,0.8,0.1565008025682183,0.543338683788122,0.5842696629213483,0.0694444444444444,15.99,0.478,0.543,True,True,True,False,False,False,True,38.0,0.008920606601248885,0.45,0.008920606601248885,1,0.5095000000000001,0.5109,0.40705266064609247,0.33077068743082233,0.4166278347769061,False,False,False,False,13.0
LENOVO Ideapad Slim 3 15arp10 R5 7533hs 83k70019vn,lenovo,AMD,Ryzen 5,7533.0,4.5,24.0,DDR5,4800.0,512.0,15.3,1920x1200,60.0,AMD,1.69,60 Wh 65 W,16990000.0,data/fpt/detail_htmls\lenovo_7_specs.html,AMD_RADEON_GRAPHICS,INTEGRATED,False,0.8,0.8,0.3029695024077046,0.4735152487961477,0.4297752808988764,0.0763888888888889,16.99,0.551,0.474,True,True,True,False,False,False,False,60.0,0.5709188224799286,0.5,0.5709188224799286,1,0.55775,0.5603,0.5278641015746375,0.5269483936464663,0.5357785244378801,False,False,False,False,7.0
LENOVO Ideapad Slim 3 15abr8 82xm00mdvn,lenovo,AMD,Ryzen 5,5625.0,4.3,16.0,DDR4,3200.0,512.0,15.6,1920x1080,60.0,AMD,1.62,,14490000.0,data/fpt/detail_htmls\lenovo_9_specs.html,AMD_RADEON_GRAPHICS,INTEGRATED,False,0.8,0.8,0.2146869983948635,0.5810593900481541,0.5842696629213483,0.0590277777777777,14.49,0.507,0.581,True,True,True,False,False,False,True,,,0.5,,0,0.54675,0.5471,0.531520786516854,0.5196227929373997,0.5205589125200643,False,False,False,False,5.0
LENOVO Gaming Loq 15arp9 R5 7235hs 83jc00lvvn,lenovo,AMD,Ryzen 5,7235.0,4.2,16.0,DDR5,4800.0,512.0,15.6,1920x1080,144.0,NVIDIA,2.38,60 Wh 170 W,23490000.0,data/fpt/detail_htmls\lenovo_11_specs.html,RTX 3050,DISCRETE_GAMING,False,0.8,0.8,0.1978330658105939,0.1007223113964687,0.5842696629213483,0.1215277777777777,23.49,0.499,0.101,True,True,True,False,True,False,True,60.0,0.5709188224799286,0.9,0.5709188224799286,1,0.7847500000000001,0.7647,0.3739865734847498,0.32829269541211625,0.40860249715056063,True,True,False,False,7.0
LENOVO V15 G4 Iru I7 13620h 83a100rhvn,lenovo,Intel,Core I7,13620.0,3.6,16.0,DDR4,3200.0,512.0,15.6,1920x1080,,Intel,1.65,38 Wh 65 W,19090000.0,data/fpt/detail_htmls\lenovo_10_specs.html,INTEL_UHD,INTEGRATED,False,0.8,0.8,0.1761637239165329,0.543338683788122,0.5842696629213483,0.0909722222222222,19.09,0.488,0.543,True,True,True,False,False,False,True,38.0,0.008920606601248885,0.45,0.008920606601248885,1,0.512,0.5139,0.41155266064609247,0.33077068743082233,0.4221528347769061,False,False,False,False,13.0
LENOVO Gaming Loq 15arp9 R5 7235hs 83jc00m3vn,lenovo,AMD,Ryzen 5,7235.0,4.2,16.0,DDR5,4800.0,1024.0,15.6,1920x1080,144.0,NVIDIA,2.38,60 Wh 170 W,24490000.0,data/fpt/detail_htmls\lenovo_12_specs.html,RTX 3050,DISCRETE_GAMING,False,0.8,1.0,0.1978330658105939,0.1007223113964687,0.5842696629213483,0.1284722222222222,24.49,0.539,0.101,True,True,True,False,True,False,True,60.0,0.5709188224799286,0.9,0.5709188224799286,1,0.7947500000000001,0.7767000000000001,0.3919865734847498,0.32829269541211625,0.43070249715056064,True,True,False,False,7.0
LENOVO Ideapad Slim 3 14irh10 83k00007vn,lenovo,Intel,Core I7,13620.0,4.9,16.0,DDR5,4800.0,512.0,14.0,1920x1280,60.0,Intel,1.43,60 Wh 65 W,19990000.0,data/fpt/detail_htmls\lenovo_13_specs.html,INTEL_UHD,INTEGRATED,False,0.8,0.8,0.7391653290529695,0.752808988764045,0.2114767255216693,0.0972222222222222,19.99,0.77,0.753,True,True,True,True,False,True,False,60.0,0.5709188224799286,0.45,0.5709188224799286,1,0.5825,0.5985,0.7241669105634015,0.6962902877074615,0.734633167295023,False,False,True,False,13.0
LENOVO Ideapad Slim 3 14irh10 I5 13420h 83k0000bvn,lenovo,Intel,Core I5,13420.0,3.4,16.0,DDR5,4800.0,512.0,14.0,1920x1280,60.0,Intel,1.33,60 Wh 65 W,19490000.0,data/fpt/detail_htmls\lenovo_15_specs.html,INTEL_UHD,INTEGRATED,False,0.8,0.8,0.1565008025682183,0.8739967897271268,0.2114767255216693,0.09375,19.49,0.478,0.874,True,True,True,True,False,True,False,60.0,0.5709188224799286,0.45,0.5709188224799286,1,0.5095000000000001,0.5109,0.6351826409004802,0.7508247981408482,0.6032971480333857,False,False,True,False,13.0
LENOVO Gaming Loq E 15iax9e I5 12450hx 83lk0079vn,lenovo,Intel,Core I5,12450.0,3.1,16.0,DDR5,4800.0,512.0,15.6,1920x1080,144.0,NVIDIA,1.77,,22090000.0,data/fpt/detail_htmls\lenovo_16_specs.html,RTX 3050,DISCRETE_GAMING,False,0.8,0.8,0.1364365971107544,0.3864365971107544,0.5842696629213483,0.1118055555555555,22.09,0.468,0.386,True,True,True,False,False,False,True,,,0.9,,0,0.777,0.7554000000000001,0.445852808988764,0.4320425361155698,0.45084227126805776,True,True,False,False,12.0
LENOVO Yoga Slim 7 14imh9 Core Ultra 7 155h 83cv00dkvn,lenovo,Intel,Core Ultra 7,155.0,4.8,32.0,LPDDR5,5600.0,1024.0,14.0,1920x1200,60.0,Intel,1.39,65 Wh 65 W,29990000.0,data/fpt/detail_htmls\lenovo_17_specs.html,INTEL_GRAPHICS,INTEGRATED,False,1.0,1.0,0.6460674157303371,0.819422150882825,0.2114767255216693,0.1666666666666666,29.99,0.823,0.819,True,True,True,True,False,True,False,65.0,0.6418376449598573,0.45,0.6418376449598573,1,0.62575,0.6444,0.7855152818009602,0.7510877985288875,0.7917494365162097,True,True,True,True,1.0
LENOVO Thinkpad E14 Gen 7 U5 225u 21sx005nvn,lenovo,Intel,Core Ultra 5,225.0,4.8,16.0,DDR5,5600.0,512.0,14.0,1920x1200,60.0,Intel,1.34,48 Wh 65 W,24300000.0,data/fpt/detail_htmls\lenovo_18_specs.html,INTEL_GRAPHICS,INTEGRATED,False,0.8,0.8,0.6460674157303371,0.8663723916532905,0.2114767255216693,0.1271527777777777,24.3,0.723,0.866,True,True,True,True,False,True,False,48.0,0.2149866190900981,0.45,0.2149866190900981,1,0.57075,0.5844,0.6715776608966713,0.6228175478211813,0.6798234569677383,False,False,True,False,2.0
LENOVO Thinkpad E14 Gen 7 Core 5 210h 21t90023vn,lenovo,Intel,Core 5,210.0,4.8,16.0,DDR5,5600.0,512.0,14.0,1920x1200,60.0,Intel,1.34,48 Wh 65 W,23400000.0,data/fpt/detail_htmls\lenovo_22_specs.html,INTEL_GRAPHICS,INTEGRATED,False,0.8,0.8,0.6460674157303371,0.8663723916532905,0.2114767255216693,0.1209027777777777,23.4,0.723,0.866,True,True,True,True,False,True,False,48.0,0.2149866190900981,0.45,0.2149866190900981,1,0.57075,0.5844,0.6715776608966713,0.6228175478211813,0.6798234569677383,False,False,True,False,1.0
LENOVO V14 G5 Irl INTEL Core I5 13420h,lenovo,Intel,Core I5,13420.0,3.4,16.0,DDR5,5200.0,512.0,14.0,1920x1080,,Intel,1.37,47 Wh 65 W,16200000.0,data/fpt/detail_htmls\lenovo_21_specs.html,INTEL_UHD,INTEGRATED,False,0.8,0.8,0.1565008025682183,0.8430979133226324,0.2114767255216693,0.0709027777777777,16.2,0.478,0.843,True,True,True,True,False,True,False,47.0,0.18688670829616413,0.45,0.18688670829616413,1,0.5095000000000001,0.5109,0.5475616113221541,0.6025090637945082,0.5342045378538709,False,False,False,False,13.0
LENOVO Legion 5 15irx10 I7 13650hx 83ly00hrvn,lenovo,Intel,Core I7,13650.0,4.9,16.0,DDR5,,512.0,15.3,1920x1200,165.0,NVIDIA,2.1,80 Wh 245 W,36990000.0,data/fpt/detail_htmls\lenovo_20_specs.html,RTX 5050,DISCRETE_GAMING,False,0.8,0.8,0.7391653290529695,0.2231139646869984,0.4297752808988764,0.2152777777777778,36.99,0.77,0.223,True,True,True,False,False,False,False,80.0,0.8818019625334522,0.45,0.8818019625334522,1,0.5825,0.5985,0.6009502801471399,0.5230769148160823,0.6445430090294294,False,False,True,False,13.0
LENOVO V15 G5 Irl INTEL Core I5 13420h,lenovo,Intel,Core I5,13420.0,3.4,16.0,DDR5,5200.0,512.0,15.6,1920x1080,,Intel,1.61,47 Wh 65 W,16400000.0,data/fpt/detail_htmls\lenovo_23_specs.html,INTEL_UHD,INTEGRATED,False,0.8,0.8,0.1565008025682183,0.5947030497592296,0.5842696629213483,0.0722916666666666,16.4,0.478,0.595,True,True,True,False,False,False,True,47.0,0.18688670829616413,0.45,0.18688670829616413,1,0.5095000000000001,0.5109,0.4606234090749632,0.4161727877110411,0.4578150916259416,False,False,False,False,13.0
ACER Aspire Go 14 Ai Ag14 71m 52lh Ultra5 115u,acer,Intel,Core Ultra 5,,4.2,16.0,DDR5,,512.0,14.0,1920x1200,60.0,Intel,1.47,,16990000.0,data/fpt/detail_htmls\acer_0_specs.html,INTEL_GRAPHICS,INTEGRATED,False,0.8,0.8,0.1978330658105939,0.725521669341894,0.2114767255216693,0.0763888888888889,16.99,0.499,0.726,True,True,True,True,False,True,False,,,0.45,,0,0.51475,0.5172,0.5784825842696628,0.6591894060995185,0.566805044141252,False,False,False,False,
ACER Aspire Lite 15 Al15 41p R3u5 R7 5700u,acer,AMD,Ryzen 7,5700.0,4.3,16.0,DDR4,,512.0,15.6,1920x1080,60.0,AMD,1.7,,12990000.0,data/fpt/detail_htmls\acer_1_specs.html,AMD_RADEON_GRAPHICS,INTEGRATED,False,0.8,0.8,0.2146869983948635,0.4438202247191011,0.5842696629213483,0.0486111111111111,12.99,0.507,0.444,True,True,True,False,False,False,True,,,0.5,,0,0.54675,0.5471,0.4834870786516854,0.45786516853932585,0.4865922191011236,False,False,False,False,5.0
ACER Gaming Nitro V 15 Propanel Anv15 41 R9m1 R5 7535hs,acer,AMD,Ryzen 5,7535.0,4.55,16.0,DDR5,,512.0,15.6,1920x1080,180.0,AMD,2.1,,23990000.0,data/fpt/detail_htmls\acer_2_specs.html,RTX 3050,DISCRETE_GAMING,False,0.8,0.8,0.3451043338683788,0.2231139646869984,0.5842696629213483,0.125,23.99,0.573,0.223,True,True,True,False,False,False,True,,,0.9,,0,0.80325,0.7869,0.43593988764044944,0.3585473515248796,0.4684324197431782,True,True,False,False,7.0
ACER Aspire Lite 16 Ai Al16 71p 71wu Ultra 7 155h,acer,Intel,Ultra 7,155.0,4.8,16.0,DDR5,5600.0,512.0,16.0,1920x1200,60.0,Intel,1.6,,20290000.0,data/fpt/detail_htmls\acer_4_specs.html,INTEL_GRAPHICS,INTEGRATED,False,0.8,0.8,0.6460674157303371,0.6087479935794542,0.8487158908507223,0.0993055555555555,20.29,0.723,0.609,True,True,True,False,False,False,True,,,0.45,,0,0.57075,0.5844,0.6384117977528089,0.47919341894060996,0.6361739927768859,False,False,True,False,1.0
ACER Aspire Lite 14 Al14 71m 52gq I5 12500h,acer,Intel,Core I5,12500.0,4.5,16.0,DDR5,,512.0,14.0,1920x1200,60.0,Intel,1.5,,15790000.0,data/fpt/detail_htmls\acer_3_specs.html,INTEL_IRIS_XE,INTEGRATED,False,0.8,0.8,0.3029695024077046,0.6898073836276084,0.2114767255216693,0.0680555555555555,15.79,0.551,0.69,True,True,True,True,False,True,False,,,0.55,,0,0.58775,0.5878000000000001,0.589382584269663,0.64311797752809,0.5866957584269663,False,False,False,False,12.0
ACER Nitro V Gaming Anv15 41 R2up R5 6600h,acer,AMD,Ryzen 5,6600.0,3.3,16.0,DDR5,,512.0,15.6,1920x1080,165.0,NVIDIA,2.1,,18990000.0,data/fpt/detail_htmls\acer_7_specs.html,RTX 2050,DISCRETE_GAMING,False,0.8,0.8,0.1432584269662921,0.2231139646869984,0.5842696629213483,0.0902777777777777,18.99,0.472,0.223,True,True,True,False,False,False,True,,,0.8,,0,0.718,0.7016,0.39048988764044945,0.3585473515248796,0.41262991974317814,True,True,False,False,6.0
ACER Swift Lite 14 Ai Sfl14 51m 56hs U5 125u,acer,Intel,Core Ultra 5,125.0,4.3,16.0,DDR5,,512.0,14.0,1920x1200,60.0,Intel,1.27,3 Cell,19690000.0,data/fpt/detail_htmls\acer_8_specs.html,INTEL_GRAPHICS,INTEGRATED,False,0.8,0.8,0.2146869983948635,0.9073033707865168,0.2114767255216693,0.0951388888888888,19.69,0.507,0.907,True,True,True,True,False,True,False,,,0.45,,0,0.51675,0.5196000000000001,0.6457061797752809,0.7409911717495987,0.6162160152487961,False,False,True,False,1.0
ACER Aspire 7 Gaming A715 59g 57tu I5 12450h 16gb,acer,Intel,Core I5,12450.0,4.4,16.0,DDR4,,512.0,15.6,1920x1080,144.0,NVIDIA,1.99,,20190000.0,data/fpt/detail_htmls\acer_6_specs.html,RTX 3050,DISCRETE_GAMING,False,0.8,0.8,0.2451845906902086,0.2536115569823435,0.5842696629213483,0.0986111111111111,20.19,0.523,0.254,True,True,True,False,False,False,True,,,0.9,,0,0.7907500000000001,0.7719,0.4241140449438202,0.3722712680577849,0.4483555738362761,True,True,False,False,12.0
ACER Aspire Lite 16 Ai Al16 71p 5674 Ultra 5 125h,acer,Intel,Ultra 5,125.0,4.5,16.0,DDR5,5600.0,512.0,16.0,1920x1200,60.0,Intel,1.6,,17290000.0,data/fpt/detail_htmls\acer_5_specs.html,INTEL_GRAPHICS,INTEGRATED,False,0.8,0.8,0.3029695024077046,0.6087479935794542,0.8487158908507223,0.0784722222222222,17.29,0.551,0.609,True,True,True,False,False,False,True,,,0.45,,0,0.52775,0.5328,0.561011797752809,0.47919341894060996,0.5411439927768861,False,False,False,False,1.0
ACER Gaming Nitro V 15 Anv15 41 R732 R5 6600h,acer,AMD,Ryzen 5,6600.0,4.5,16.0,DDR5,,512.0,15.6,1920x1080,165.0,NVIDIA,2.1,,24990000.0,data/fpt/detail_htmls\acer_9_specs.html,RTX 4050,DISCRETE_GAMING,False,0.8,0.8,0.3029695024077046,0.2231139646869984,0.5842696629213483,0.1319444444444444,24.99,0.551,0.223,True,True,True,False,False,False,True,,,1.0,,0,0.85775,0.8353,0.4260398876404494,0.3585473515248796,0.4562774197431782,True,True,False,False,6.0
ACER Aspire Lite 14 Gen 2 Al14 52m 32kv,acer,Intel,Core I3,1305.0,4.5,8.0,DDR5,,256.0,14.0,1920x1200,60.0,,1.5,3 Cell,11290000.0,data/fpt/detail_htmls\acer_11_specs.html,UNKNOWN,UNKNOWN,False,0.6,0.6,0.3029695024077046,0.6898073836276084,0.2114767255216693,0.0368055555555555,11.29,0.451,0.69,True,True,True,True,False,True,False,,,0.45,,0,0.47275,0.4728,0.5443825842696629,0.64311797752809,0.5314457584269663,False,False,False,False,13.0
ACER Aspire Lite 15 Al15 72p 7232 I7 13620h,acer,Intel,Core I7,13620.0,4.9,16.0,DDR5,,512.0,15.6,1920x1080,60.0,Intel,1.79,58 Wh 90 W,16990000.0,data/fpt/detail_htmls\acer_10_specs.html,INTEL_UHD,INTEGRATED,False,0.8,0.8,0.7391653290529695,0.3743980738362761,0.5842696629213483,0.0763888888888889,16.99,0.77,0.374,True,True,True,False,False,False,True,58.0,0.5156110615521855,0.45,0.5156110615521855,1,0.5825,0.5985,0.5806615381531337,0.4320890721853195,0.617215506605974,False,False,False,False,13.0
ACER Aspire 7 Gaming A715 59g 73lb I7 12650h,acer,Intel,Core I7,12650.0,4.7,16.0,DDR4,,512.0,15.6,1920x1080,144.0,NVIDIA,2.07,54.8 Wh 150 W,23690000.0,data/fpt/detail_htmls\acer_12_specs.html,RTX 3050,DISCRETE_GAMING,False,0.8,0.8,0.5714285714285714,0.2455858747993579,0.5842696629213483,0.1229166666666666,23.69,0.686,0.246,True,True,True,False,False,False,True,54.8,0.3800178412132025,0.9,0.3800178412132025,1,0.8315,0.8208000000000001,0.47065862442241574,0.3266659555000623,0.5172295720900996,True,True,False,False,12.0
ACER Gaming Nitro V 15 Propanel Anv15 52 72bm I7 13620h,acer,Intel,Core I7,13620.0,4.9,16.0,DDR4,,512.0,15.6,1920x1080,180.0,Intel,2.1,,31490000.0,data/fpt/detail_htmls\acer_13_specs.html,RTX 5050,DISCRETE_GAMING,False,0.8,0.8,0.7391653290529695,0.2231139646869984,0.5842696629213483,0.1770833333333333,31.49,0.77,0.223,True,True,True,False,False,False,True,,,0.45,,0,0.5825,0.5985,0.5245898876404494,0.3585473515248796,0.5772749197431781,False,False,False,False,13.0
ACER Aspire 5 A515 58m 951t I9 13900h,acer,Intel,Core I9,13900.0,5.4,16.0,DDR5,3200.0,512.0,15.6,1920x1080,60.0,Intel,1.7,,23590000.0,data/fpt/detail_htmls\acer_15_specs.html,INTEL_IRIS_XE,INTEGRATED,False,0.8,0.8,0.9542536115569824,0.4438202247191011,0.5842696629213483,0.1222222222222222,23.59,0.877,0.444,True,True,True,False,False,False,True,,,0.55,,0,0.66925,0.6856000000000001,0.6499870786516854,0.45786516853932585,0.6910172191011236,True,True,True,False,13.0
ACER Aspire Lite 16 Al16 51p 72s2 I7 1255u,acer,Intel,Core I7,1255.0,4.7,16.0,DDR5,,512.0,16.0,1920x1200,60.0,Intel,1.8,3 Cell,16690000.0,data/fpt/detail_htmls\acer_16_specs.html,INTEL_IRIS_XE,INTEGRATED,False,0.8,0.8,0.5714285714285714,0.3607544141252006,0.8487158908507223,0.0743055555555555,16.69,0.686,0.361,True,True,True,False,False,False,True,,,0.55,,0,0.6215,0.6283000000000001,0.5349640449438202,0.3675963081861958,0.5543530818619583,True,True,False,False,12.0
ACER Gaming Nitro V 15 Propanel Anv15 41 R7ap R5 7535hs,acer,AMD,Ryzen 5,7535.0,0.0,16.0,DDR5,,512.0,15.6,1920x1200,180.0,NVIDIA,2.1,,22990000.0,data/fpt/detail_htmls\acer_18_specs.html,RTX 2050,DISCRETE_GAMING,False,0.8,0.8,0.0016051364365971,0.2231139646869984,0.5842696629213483,0.1180555555555555,22.99,0.401,0.223,True,True,True,False,False,False,True,,,0.8,,0,0.7002499999999999,0.6803,0.3585398876404494,0.3585473515248796,0.37340241974317817,True,True,False,False,7.0
ACER Aspire Lite 14 Al14 52m 52uu I5 1335u,acer,Intel,Core I5,1335.0,4.6,16.0,DDR5,,512.0,14.0,2240x1400,60.0,Intel,1.5,,16490000.0,data/fpt/detail_htmls\acer_14_specs.html,INTEL_UHD,INTEGRATED,False,0.8,0.8,0.4534510433386838,0.6898073836276084,0.2114767255216693,0.0729166666666666,16.49,0.627,0.69,True,True,True,True,False,True,False,,,0.45,,0,0.5467500000000001,0.5556,0.623582584269663,0.64311797752809,0.6286857584269663,False,False,True,False,13.0
ACER Aspire Lite 16 Gen 2 Al16 52p 572a I5 1334u,acer,Intel,Core I5,1334.0,4.6,16.0,DDR5,,512.0,16.0,1920x1200,60.0,Intel,1.7,,14990000.0,data/fpt/detail_htmls\acer_17_specs.html,INTEL_IRIS_XE,INTEGRATED,False,0.8,0.8,0.4534510433386838,0.4438202247191011,0.8487158908507223,0.0625,14.99,0.627,0.444,True,True,True,False,False,False,True,,,0.55,,0,0.60675,0.6106,0.5374870786516853,0.4049759229534511,0.5423143699839486,True,True,False,False,13.0
ACER Gaming Nitro V 15 Propanel Anv15 41 R7cr R5 7535hs,acer,AMD,Ryzen 5,7735.0,4.55,16.0,DDR5,,512.0,15.6,1920x1080,180.0,NVIDIA,2.1,57 Wh 135 W,26990000.0,data/fpt/detail_htmls\acer_19_specs.html,RTX 4050,DISCRETE_GAMING,False,0.8,0.8,0.3451043338683788,0.2231139646869984,0.5842696629213483,0.1458333333333333,26.99,0.573,0.223,True,True,True,False,False,False,True,57.0,0.4683318465655665,1.0,0.4683318465655665,1,0.86325,0.8419,0.4296062569535627,0.34746349782282787,0.46336551519366875,True,True,False,False,7.0
ACER Swift Go 14 Ai Sfg14 75 5264 Ultra 5 226v,acer,Intel,Core Ultra 5,226.0,4.5,16.0,LPDDR5X,,512.0,14.0,1920x1200,60.0,Intel,1.24,,23990000.0,data/fpt/detail_htmls\acer_20_specs.html,INTEL_GRAPHICS,INTEGRATED,False,0.8,0.8,0.3029695024077046,0.9249598715890851,0.2114767255216693,0.125,23.99,0.551,0.925,True,True,True,True,False,True,False,,,0.45,,0,0.52775,0.5328,0.6716859550561798,0.7489365971107544,0.6448959991974319,False,False,True,False,2.0
ACER Gaming Nitro V 15 Propanel Anv15 41 R0y4 R7 7735hs,acer,AMD,Ryzen 7,7735.0,4.75,16.0,DDR5,,512.0,15.6,1920x1080,180.0,AMD,2.1,57 Wh 135 W,28990000.0,data/fpt/detail_htmls\acer_21_specs.html,RTX 4050,DISCRETE_GAMING,False,0.8,0.8,0.5862760834670947,0.2231139646869984,0.5842696629213483,0.1597222222222222,28.99,0.693,0.223,True,True,True,False,False,False,True,57.0,0.4683318465655665,1.0,0.4683318465655665,1,0.89325,0.8779,0.4836062569535627,0.34746349782282787,0.5296655151936688,True,True,False,False,7.0
ACER Aspire 7 A715 76 728x I7 12650h,acer,Intel,Core I7,12650.0,3.5,16.0,DDR4,,512.0,15.6,1920x1080,60.0,,2.1,,20190000.0,data/fpt/detail_htmls\acer_22_specs.html,UNKNOWN,UNKNOWN,False,0.8,0.8,0.1689406099518459,0.2231139646869984,0.5842696629213483,0.0986111111111111,20.19,0.484,0.223,True,True,True,False,False,False,True,,,0.45,,0,0.511,0.5127,0.3958898876404494,0.3585473515248796,0.41925991974317817,False,False,False,False,12.0
ACER Swift Lite 14 Ai Sfl14 51m 78xz U7 155u,acer,Intel,Core Ultra 7,155.0,3.8,16.0,DDR5,,512.0,14.0,1920x1200,60.0,Intel,1.27,3 Cell,22590000.0,data/fpt/detail_htmls\acer_23_specs.html,INTEL_GRAPHICS,INTEGRATED,False,0.8,0.8,0.1865971107544141,0.9073033707865168,0.2114767255216693,0.1152777777777777,22.59,0.493,0.907,True,True,True,True,False,True,False,,,0.45,,0,0.51325,0.5154000000000001,0.6394061797752808,0.7409911717495987,0.608481015248796,False,False,True,False,1.0
